"slug","destination","floor_tier","stage","source"
"brazil/southeast-region/sao-paulo/jardins","Jardins, Sao Paulo, Brazil","high","2","priority_csv"
"brazil/southeast-region/sao-paulo/moema","Moema, Sao Paulo, Brazil","high","2","priority_csv"
"brazil/southeast-region/sao-paulo/pinheiros","Pinheiros, Sao Paulo, Brazil","mid","2","priority_csv"
"brazil/southeast-region/sao-paulo/vila-madalena","Vila Madalena, Sao Paulo, Brazil","mid","2","priority_csv"
"brazil/southeast-region/sao-paulo/vila-mariana","Vila Mariana, Sao Paulo, Brazil","high","2","priority_csv"
"brazil/southeast-region/sao-paulo/vila-olimpia","Vila Olimpia, Sao Paulo, Brazil","high","2","priority_csv"
"brazil/southeast-region/sorocaba/centro","Centro, Sorocaba, Brazil","mid","2","priority_csv"
"brazil/southeast-region/uberaba/centro","Centro, Uberaba, Brazil","mid","2","priority_csv"
"brazil/southeast-region/uberlandia/centro","Centro, Uberlandia, Brazil","mid","2","priority_csv"
"brazil/southeast-region/vitoria/centro","Centro, Vitoria, Brazil","mid","2","priority_csv"
"china/anhui/anqing/yingjiang-district","Yingjiang District, Anqing, China","high","2","priority_csv"
"china/anhui/chuzhou/langya-qu","Langya District, Chuzhou, China","high","2","priority_csv"
"china/anhui/fuyang/yingzhou-district","Yingzhou District, Fuyang, China","high","2","priority_csv"
"china/anhui/hefei/luyang-qu","Luyang District, Hefei, China","high","2","priority_csv"
"china/anhui/hefei/shushan","Shushan District, Hefei, China","high","2","priority_csv"
"china/anhui/huaibei/xiangshan-district","Xiangshan District, Huaibei, China","high","2","priority_csv"
"china/anhui/wuhu/jinghu-district","Jinghu District, Wuhu, China","high","2","priority_csv"
"china/beijing/798-art-district","798 Art District, Beijing, China","high","2","priority_csv"
"china/beijing/chaoyang","Chaoyang, Beijing, China","high","2","priority_csv"
"china/beijing/guomao","Guomao (CBD), Beijing, China","high","2","priority_csv"
"china/beijing/sanlitun","Sanlitun, Beijing, China","high","2","priority_csv"
"china/beijing/wangfujing-shopping-area","Wangfujing, Beijing, China","high","2","priority_csv"
"china/chongqing/yuzhong","Yuzhong, Chongqing, China","high","2","priority_csv"
"china/dandong/zhenxing-district","Zhenxing, Dandong, China","high","2","priority_csv"
"china/fujian/fuzhou/gulou","Gulou District, Fuzhou, China","high","2","priority_csv"
"china/fujian/fuzhou/taijiang-district","Taijiang District, Fuzhou, China","high","2","priority_csv"
"china/fujian/licheng-district","Licheng District, Quanzhou, China","high","2","priority_csv"
"china/fujian/xiamen/huli","Huli District, Xiamen, China","high","2","priority_csv"
"china/fujian/xiamen/siming","Siming District, Xiamen, China","high","2","priority_csv"
"china/gansu/lanzhou/chengguan","Chengguan, Lanzhou, China","high","2","priority_csv"
"china/gansu/tianshui/qinzhou-district","Qinzhou District, Tianshui, China","high","2","priority_csv"
"china/guangdong/chaozhou/xiangqiao-qu","Xiangqiao District, Chaozhou, China","high","2","priority_csv"
"china/guangdong/dongguan/dongcheng-subdistrict","Dongcheng, Dongguan, China","high","2","priority_csv"
"china/guangdong/foshan/chancheng","Chancheng, Foshan, China","high","2","priority_csv"
"china/guangdong/foshan/nanhai","Nanhai, Foshan, China","high","2","priority_csv"
"china/guangdong/guangzhou/tianhe","Tianhe, Guangzhou, China","high","2","priority_csv"
"china/guangdong/guangzhou/yuexiu","Yuexiu, Guangzhou, China","high","2","priority_csv"
"china/guangdong/guangzhou/zhujiang-new-town","Zhujiang New Town, Guangzhou, China","high","2","priority_csv"
"china/guangdong/huizhou/huicheng-qu","Huicheng, Huizhou, China","high","2","priority_csv"
"china/guangdong/jiangmen/pengjiang","Pengjiang District, Jiangmen, China","high","2","priority_csv"
"china/guangdong/jieyang/rongcheng-district","Rongcheng District, Jieyang, China","high","2","priority_csv"
"china/guangdong/jinping-qu","Jinping District, Shantou, China","high","2","priority_csv"
"china/guangdong/longhu-qu","Longhu District, Shantou, China","high","2","priority_csv"
"china/guangdong/maoming/maonan-district","Maonan District, Maoming, China","high","2","priority_csv"
"china/guangdong/qingyuan/qingcheng-qu","Qingcheng District, Qingyuan, China","high","2","priority_csv"
"china/guangdong/shenzhen/central-business-district","Bao'an Central, Bao'an, China","high","2","priority_csv"
"china/guangdong/shenzhen/dongmen","Dongmen, Luohu District, China","high","2","priority_csv"
"china/guangdong/shenzhen/futian","Futian, Shenzhen, China","high","2","priority_csv"
"china/guangdong/shenzhen/luohu","Luohu, Shenzhen, China","high","2","priority_csv"
"china/guangdong/shenzhen/luohu-commercial-city","Luohu Commercial City, Luohu District, China","high","2","priority_csv"
"china/guangdong/shenzhen/nanshan","Nanshan, Shenzhen, China","high","2","priority_csv"
"china/guangdong/shenzhen/shekou","Shekou, Shenzhen, China","high","2","priority_csv"
"china/guangdong/yangjiang/jiangcheng-district","Jiangcheng District, Yangjiang, China","high","2","priority_csv"
"china/guangdong/yunfu/yuncheng-district","Yuncheng, Yunfu, China","high","2","priority_csv"
"china/guangdong/zhanjiang/chikan-district","Chikan District, Zhanjiang, China","high","2","priority_csv"
"china/guangdong/zhaoqing/duanzhou-qu","Duanzhou District, Zhaoqing, China","high","2","priority_csv"
"china/guangdong/zhongshan/east-district","East District, Zhongshan, China","high","2","priority_csv"
"china/guangdong/zhongshan/shiqi-district","Shiqi District, Zhongshan, China","high","2","priority_csv"
"china/guangdong/zhuhai/xiangzhou-district","Xiangzhou, Zhuhai, China","high","2","priority_csv"
"china/guangxi/liuzhou/chengzhong-district","Chengzhong District, Liuzhou, China","high","2","priority_csv"
"china/guangxi/nanning/qingxiu","Qingxiu District, Nanning, China","high","2","priority_csv"
"china/guangxi/xiufeng","Xiufeng District, Guilin, China","high","2","priority_csv"
"china/guizhou/anshun/xixiu-district","Xixiu District, Anshun, China","high","2","priority_csv"
"china/guizhou/bijie/qixingguan-district","Qixingguan District, Bijie, China","high","2","priority_csv"
"china/guizhou/guiyang/yunyan-district","Yunyan, Guiyang, China","high","2","priority_csv"
"china/guizhou/liupanshui/zhongshan-district","Zhongshan District, Liupanshui, China","high","2","priority_csv"
"china/guizhou/zunyi/honghuagang-district","Honghuagang District, Zunyi, China","high","2","priority_csv"
"china/hainan/sanya/sanya-bay","Sanya Bay, Sanya, China","high","2","priority_csv"
"china/hainan/sanya/yalong-bay","Yalong Bay, Sanya, China","high","2","priority_csv"
"china/hebei/baoding/lianchi-district","Lianchi, Baoding, China","high","2","priority_csv"
"china/hebei/qinhuangdao/beidaihe","Beidaihe, Qinhuangdao, China","high","2","priority_csv"
"china/hebei/xingtai/qiaodong-district","Qiaodong District, Xingtai, China","high","2","priority_csv"
"china/heilongjiang/daqing/sartu-district","Sartu District, Daqing, China","high","2","priority_csv"
"china/henan/anyang/beiguan-district","Beiguan District, Anyang, China","high","2","priority_csv"
"china/henan/kaifeng/gulou-district","Gulou District, Kaifeng, China","high","2","priority_csv"
"china/henan/luohe/yuanhui-district","Yuanhui District, Luohe, China","high","2","priority_csv"
"china/henan/xinyang/shihe-district","Shihe District, Xinyang, China","high","2","priority_csv"
"china/henan/xuchang/weidu-district","Weidu District, Xuchang, China","high","2","priority_csv"
"china/henan/zhengzhou/jinshui-district","Jinshui District, Zhengzhou, China","high","2","priority_csv"
"china/henan/zhengzhou/zhengdong-new-area","Zhengdong New District, Zhengzhou, China","high","2","priority_csv"
"china/henan/zhoukou/chuanhui-district","Chuanhui District, Zhoukou, China","high","2","priority_csv"
"china/hubei/shiyan/zhangwan-qu","Zhangwan District, Shiyan, China","high","2","priority_csv"
"china/hubei/wuhan/wuchang","Wuchang, Wuhan, China","high","2","priority_csv"
"china/hubei/xiangcheng","Xiangcheng District, Xiangyang, China","high","2","priority_csv"
"china/hubei/yichang/xiling-qu","Xiling District, Yichang, China","high","2","priority_csv"
"china/hunan/changde/wuling-district","Wuling District, Changde, China","high","2","priority_csv"
"china/hunan/chenzhou/beihu-district","Beihu District, Chenzhou, China","high","2","priority_csv"
"china/hunan/loudi/louxing-district","Louxing District, Loudi, China","high","2","priority_csv"
"china/hunan/shaoyang/daxiang-district","Daxiang District, Shaoyang, China","high","2","priority_csv"
"china/hunan/zhuzhou/tianyuan","Tianyuan District, Zhuzhou, China","high","2","priority_csv"
"china/inner-mongolia/hailar","Hailar District, Hulunbuir, China","high","2","priority_csv"
"china/inner-mongolia/hohhot/saihan","Saihan, Hohhot, China","high","2","priority_csv"
"china/inner-mongolia/hohhot/xincheng-district","Xincheng, Hohhot, China","high","2","priority_csv"
"china/jiangsu/fuzimiao-area","Fuzimiao, Nanjing, China","high","2","priority_csv"
"china/jiangsu/jinji-lake","Jinji Lake, Suzhou, China","high","2","priority_csv"
"china/jiangsu/liangxi-district","Liangxi District, Wuxi, China","high","2","priority_csv"
"china/jiangsu/nantong/chongchuan","Chongchuan, Nantong, China","high","2","priority_csv"
"china/jiangsu/suqian/sucheng-district","Sucheng District, Suqian, China","high","2","priority_csv"
"china/jiangsu/taizhou/hailing-district","Hailing District, Taizhou, China","high","2","priority_csv"
"china/jiangsu/tinghu-qu","Tinghu District, Yancheng, China","high","2","priority_csv"
"china/jiangsu/xinjiekou","Xinjiekou, Nanjing, China","high","2","priority_csv"
"china/jiangsu/xuzhou/yunlong-district","Yunlong District, Xuzhou, China","high","2","priority_csv"
"china/jiangsu/yangzhou/guangling-qu","Guangling District, Yangzhou, China","high","2","priority_csv"
"china/jiangsu/zhonglou-qu","Zhonglou, Changzhou, China","high","2","priority_csv"
"china/jiangxi/ganzhou/zhanggong-district","Zhanggong District, Ganzhou, China","high","2","priority_csv"
"china/jiangxi/nanchang/donghu","Donghu, Nanchang, China","high","2","priority_csv"
"china/jiangxi/shangrao/xinzhou-district","Xinzhou District, Shangrao, China","high","2","priority_csv"
"china/jilin/changchun/chaoyang","Chaoyang District, Changchun, China","high","2","priority_csv"
"china/jilin/changchun/nanguan","Nanguan District, Changchun, China","high","2","priority_csv"
"china/jilin/yanbian/yanji-city-centre","City Center, Yanji, China","high","2","priority_csv"
"china/liaoning/anshan/tiedong-district","Tiedong District, Anshan, China","high","2","priority_csv"
"china/ningxia/xingqing-qu","Xingqing District, Yinchuan, China","high","2","priority_csv"
"china/putian/chengxiang","Chengxiang District, Putian, China","high","2","priority_csv"
"china/qinghai/xining/chengzhong-qu","Chengzhong District, Xining, China","high","2","priority_csv"
"china/qinhuangdao/haigang-district","Haigang District, Qinhuangdao, China","high","2","priority_csv"
"china/shaanxi/baoji/weibin-district","Weibin District, Baoji, China","high","2","priority_csv"
"china/shaanxi/xi-an/beilin","Beilin, Xian, China","high","2","priority_csv"
"china/shaanxi/xi-an/gaoxin","Gaoxin, Xian, China","high","2","priority_csv"
"china/shaanxi/xi-an/qujiang-residential-district","Qujiang, Xian, China","high","2","priority_csv"
"china/shandong/heze/mudan-district","Mudan District, Heze, China","high","2","priority_csv"
"china/shandong/jinan/lixia-district","Lixia District, Jinan, China","high","2","priority_csv"
"china/shandong/jinan/shizhong","Shizhong District, Jinan, China","high","2","priority_csv"
"china/shandong/jining/rencheng-district","Rencheng District, Jining, China","high","2","priority_csv"
"china/shandong/kuiwen-district","Kuiwen District, Weifang, China","high","2","priority_csv"
"china/shandong/laoshan","Laoshan, Qingdao, China","high","2","priority_csv"
"china/shandong/liaocheng/dongchangfu-district","Dongchangfu District, Liaocheng, China","high","2","priority_csv"
"china/shandong/linyi/lanshan-district","Lanshan, Linyi, China","high","2","priority_csv"
"china/shandong/shibei","Shibei, Qingdao, China","high","2","priority_csv"
"china/shandong/shinone-district","Shinan, Qingdao, China","high","2","priority_csv"
"china/shandong/tai-an/taishan","Taishan District, Taian, China","high","2","priority_csv"
"china/shandong/yantai/zhifu","Zhifu, Yantai, China","high","2","priority_csv"
"china/shanghai/jing-an","Jing'an, Shanghai, China","high","2","priority_csv"
"china/shanghai/lujiazui","Lujiazui, Shanghai, China","high","2","priority_csv"
"china/shanghai/people-s-square","People's Square, Shanghai, China","high","2","priority_csv"
"china/shanghai/the-bund","The Bund, Shanghai, China","high","2","priority_csv"
"china/shanghai/xintiandi","Xintiandi, Shanghai, China","high","2","priority_csv"
"china/shanghai/xuhui","Xuhui, Shanghai, China","high","2","priority_csv"
"china/shanghai/zhabei","Zhabei (North Shanghai), Zhabei, China","high","2","priority_csv"
"china/shanxi/taiyuan/xiaodian-qu","Xiaodian District, Taiyuan, China","high","2","priority_csv"
"china/shanxi/taiyuan/yingze-district","Yingze District, Taiyuan, China","high","2","priority_csv"
"china/shanxi/yuci","Yuci District, Jinzhong, China","high","2","priority_csv"
"china/sichuan/jinjiang","Jinjiang, Chengdu, China","high","2","priority_csv"
"china/sichuan/mianyang/fucheng-district","Fucheng District, Mianyang, China","high","2","priority_csv"
"china/sichuan/taikoo-li","Taikoo Li, Chengdu, China","high","2","priority_csv"
"china/sichuan/yibin/cuiping-district","Cuiping District, Yibin, China","high","2","priority_csv"
"china/sichuan/ziyang/yanjiang-district","City Center (Yanjiang), Ziyang, China","high","2","priority_csv"
"china/tangshan/lubei-district","Lubei District, Tangshan, China","high","2","priority_csv"
"china/tianjin/heping","Heping, Tianjin, China","high","2","priority_csv"
"china/xinjiang/urumqi/tianshan-district","Tianshan, Urumqi, China","high","2","priority_csv"
"china/yunnan/kunming/panlong","Panlong District, Kunming, China","high","2","priority_csv"
"china/yunnan/kunming/wuhua-district","Wuhua District, Kunming, China","high","2","priority_csv"
"china/zhejiang/dinghai-district","Dinghai District, Zhoushan, China","high","2","priority_csv"
"china/zhejiang/haishu","Haishu District, Ningbo, China","high","2","priority_csv"
"china/zhejiang/hangzhou/binjiang","Binjiang, Hangzhou, China","high","2","priority_csv"
"china/zhejiang/hangzhou/qianjiang-new-town","Qianjiang New City, Hangzhou, China","high","2","priority_csv"
"china/zhejiang/hangzhou/xihu","Xihu, Hangzhou, China","high","2","priority_csv"
"china/zhejiang/jiangbei-district","Jiangbei District, Ningbo, China","high","2","priority_csv"
"china/zhejiang/jiaojiang","Jiaojiang District, Taizhou, China","high","2","priority_csv"
"china/zhejiang/jinhua/wucheng-district","Wucheng District, Jinhua, China","high","2","priority_csv"
"china/zhejiang/lucheng-district","Lucheng, Wenzhou, China","high","2","priority_csv"
"china/zhejiang/nanhu-qu","Nanhu District, Jiaxing, China","high","2","priority_csv"
"china/zhejiang/shaoxing/yuecheng","Yuecheng, Shaoxing, China","high","2","priority_csv"
"hong-kong/hong-kong/admiralty","Admiralty, Hong Kong Island, Hong Kong","high","2","priority_csv"
"hong-kong/hong-kong/causeway-bay","Causeway Bay, Hong Kong, Hong Kong","high","2","priority_csv"
"hong-kong/hong-kong/central","Central, Hong Kong, Hong Kong","high","2","priority_csv"
