"display_slug","neighborhood","city","country","country_code","floor_tier","reason"
"mexico/campeche/ciudad-del-carmen/ciudad-del-carmen-city-centre","City Centre","Ciudad del Carmen","Mexico","MX","second","default: second-floor image remains representative"
"mexico/guerrero/acapulco/costera-acapulco","Costera","Acapulco de Juarez","Mexico","MX","second","default: second-floor image remains representative"
"mexico/jalisco/guadalajara/centro","Zapopan Centro","Zapopan","Mexico","MX","second","default: second-floor image remains representative"
"mexico/jalisco/guadalajara/colonia-americana","Colonia Americana","Guadalajara","Mexico","MX","second","default: second-floor image remains representative"
"mexico/jalisco/guadalajara/providencia","Providencia","Guadalajara","Mexico","MX","second","default: second-floor image remains representative"
"mexico/jalisco/guadalajara/zona-minerva","Zona Minerva","Guadalajara","Mexico","MX","second","default: second-floor image remains representative"
"mexico/jalisco/tlaquepaque","Tlaquepaque","Guadalajara","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/anzures","Anzures","Miguel Hidalgo","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/colonia-del-valle","Colonia del Valle","Colonia del Valle","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/coyoacan","Coyoacan","Mexico City","Mexico","MX","second","curated: low-rise/historic fabric, second floor kept"
"mexico/mexico-city/del-carmen","Del Carmen","Coyoacan","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/granada","Granada","Miguel Hidalgo","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/lomas-de-chapultepec","Lomas de Chapultepec","Miguel Hidalgo","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/mixcoac","Mixcoac","Benito Juarez","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/napoles","Napoles","Benito Juarez","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/narvarte-poniente","Narvarte","Benito Juarez","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/san-angel","San Angel","Mexico City","Mexico","MX","second","curated: low-rise/historic fabric, second floor kept"
"mexico/mexico-city/santa-catarina","Santa Catarina","Coyoacan","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico-city/zona-rosa","Zona Rosa","Cuauhtemoc","Mexico","MX","second","default: second-floor image remains representative"
"mexico/mexico/mexico-city/ciudad-satelite","Ciudad Satelite","Naucalpan de Juarez","Mexico","MX","second","default: second-floor image remains representative"
"mexico/michoacan/morelia/las-americas","Las Americas","Morelia","Mexico","MX","second","default: second-floor image remains representative"
"mexico/nayarit/tepic/centro","Centro","Tepic","Mexico","MX","second","default: second-floor image remains representative"
"mexico/nuevo-leon/monterrey/barrio-antiguo","Barrio Antiguo","Monterrey","Mexico","MX","second","default: second-floor image remains representative"
"mexico/nuevo-leon/monterrey/macroplaza","Centro / Macroplaza","Monterrey","Mexico","MX","second","default: second-floor image remains representative"
"mexico/nuevo-leon/san-pedro-garza-garcia","San Pedro Garza Garcia","Monterrey","Mexico","MX","second","default: second-floor image remains representative"
"mexico/oaxaca/oaxaca/barrio-de-xochimilco","Xochimilco","Oaxaca","Mexico","MX","second","default: second-floor image remains representative"
"mexico/oaxaca/oaxaca/jalatlaco","Jalatlaco","Oaxaca","Mexico","MX","second","default: second-floor image remains representative"
"mexico/oaxaca/oaxaca/reforma","Reforma","Oaxaca","Mexico","MX","second","default: second-floor image remains representative"
"mexico/puebla/puebla/angelopolis","Angelopolis","Puebla","Mexico","MX","second","default: second-floor image remains representative"
"mexico/queretaro/queretaro/jurica","Jurica","Santiago de Queretaro","Mexico","MX","second","default: second-floor image remains representative"
"mexico/queretaro/queretaro/juriquilla","Juriquilla","Santiago de Queretaro","Mexico","MX","second","default: second-floor image remains representative"
"mexico/quintana-roo/cancun/puerto-cancun","Puerto Cancun","Cancun","Mexico","MX","second","default: second-floor image remains representative"
"mexico/quintana-roo/cancun/zona-hotelera","Zona Hotelera","Cancun","Mexico","MX","second","default: second-floor image remains representative"
"mexico/san-luis-potosi/san-luis-potosi/centro-historico","Centro Historico","San Luis Potosi","Mexico","MX","second","keyword 'historic': low-rise/historic, second floor kept"
"mexico/sinaloa/culiacan/tres-rios","Tres Rios","Culiacan","Mexico","MX","second","default: second-floor image remains representative"
"mexico/sinaloa/mazatlan/centro-historico","Centro Historico","Mazatlan","Mexico","MX","second","keyword 'historic': low-rise/historic, second floor kept"
"mexico/sinaloa/mazatlan/zona-dorada","Zona Dorada","Mazatlan","Mexico","MX","second","default: second-floor image remains representative"
"mexico/tamaulipas/ciudad-victoria/zona-centro","Centro","Ciudad Victoria","Mexico","MX","second","default: second-floor image remains representative"
"mexico/veracruz/boca-del-rio","Boca del Rio","Veracruz","Mexico","MX","second","default: second-floor image remains representative"
"mexico/yucatan/merida/barrio-de-santiago","Santiago","Merida","Mexico","MX","second","default: second-floor image remains representative"
"mexico/yucatan/merida/paseo-de-montejo","Paseo de Montejo","Merida","Mexico","MX","second","default: second-floor image remains representative"
"moldova/chisinau/sectorul-centru","Centru","Chisinau","Moldova","MD","second","default: second-floor image remains representative"
"morocco/casablanca-settat/casablanca/ain-diab","Ain Diab","Casablanca","Morocco","MA","second","default: second-floor image remains representative"
"morocco/casablanca-settat/casablanca/anfa","Anfa","Casablanca","Morocco","MA","second","default: second-floor image remains representative"
"morocco/casablanca-settat/casablanca/gauthier","Gauthier","Casablanca","Morocco","MA","second","default: second-floor image remains representative"
"morocco/casablanca-settat/casablanca/maarif","Maarif","Casablanca","Morocco","MA","second","default: second-floor image remains representative"
"morocco/fes-meknes/fes/fes-el-bali","Fes el-Bali (Medina)","Fes","Morocco","MA","second","default: second-floor image remains representative"
"morocco/fes-meknes/fes/fes-el-jdid","Fes el-Jdid","Fes","Morocco","MA","second","default: second-floor image remains representative"
"morocco/fes-meknes/fes/ville-nouvelle","Ville Nouvelle","Fes","Morocco","MA","second","default: second-floor image remains representative"
"morocco/fes-meknes/meknes/ville-nouvelle","Ville Nouvelle (Hamria)","Meknes","Morocco","MA","second","default: second-floor image remains representative"
"morocco/marrakech-safi/marrakech/gueliz","Gueliz","Marrakesh","Morocco","MA","second","default: second-floor image remains representative"
"morocco/marrakech-safi/marrakech/hivernage","Hivernage","Marrakesh","Morocco","MA","second","default: second-floor image remains representative"
"morocco/marrakech-safi/marrakech/kasbah","Kasbah","Marrakesh","Morocco","MA","second","default: second-floor image remains representative"
"morocco/marrakech-safi/marrakech/medina","Medina","Marrakesh","Morocco","MA","second","default: second-floor image remains representative"
"morocco/marrakech-safi/safi/old-medina","Medina","Safi","Morocco","MA","second","default: second-floor image remains representative"
"morocco/rabat-sale-kenitra/rabat/agdal","Agdal","Rabat","Morocco","MA","second","default: second-floor image remains representative"
"morocco/rabat-sale-kenitra/rabat/hay-riad","Hay Riad","Rabat","Morocco","MA","second","default: second-floor image remains representative"
"morocco/rabat-sale-kenitra/rabat/medina-of-rabat","Medina","Rabat","Morocco","MA","second","default: second-floor image remains representative"
"morocco/rabat-sale-kenitra/rabat/quartier-hassan","Hassan","Rabat","Morocco","MA","second","default: second-floor image remains representative"
"morocco/rabat-sale-kenitra/rabat/souissi","Souissi","Rabat","Morocco","MA","second","default: second-floor image remains representative"
"morocco/souss-massa/agadir/founty","Founty","Agadir","Morocco","MA","second","default: second-floor image remains representative"
"morocco/souss-massa/agadir/talborjt","Talborjt","Agadir","Morocco","MA","second","default: second-floor image remains representative"
"morocco/tanger-tetouan-al-hoceima/tangier/marshan","Marshan","Tangier","Morocco","MA","second","default: second-floor image remains representative"
"morocco/tanger-tetouan-al-hoceima/tangier/medina-of-tangier","Medina","Tangier","Morocco","MA","second","default: second-floor image remains representative"
"morocco/tanger-tetouan-al-hoceima/tetouan/el-ensanche","Ensanche","Tetouan","Morocco","MA","second","default: second-floor image remains representative"
